"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","category"
"588","588",2016-05-07,"F","Other",44,"charge1","243(E)(1)PC","PC","243 (E) (1)","243","(E)","(1)",NA,NA,NA,"1","crimes and punishments","8","crimes against the person","9","assault and battery",NA,NA,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"589","589",2016-05-08,"M","Hispanic",29,"charge1","459.5PC","PC","459.5","459.5",NA,NA,NA,NA,NA,"1","crimes and punishments","13","crimes against property","2","burglary",NA,NA,"SHOPLIFTING","SHOPLIFTING","SHOPLIFTING",NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-180 DA JAIL",NA,NA,NA,NA,NA,"Felony","Felony","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"590","590",2016-05-08,"M","Black",37,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"591","591",2016-05-10,"M","Hispanic",26,"charge1","594(B)(2)(A)PC","PC","594 (B) (2) (A)","594","(B)","(2)","(A)",NA,NA,"1","crimes and punishments","14","malicious mischief",NA,NA,NA,NA,"VANDALISM LESS THAN $400",NA,NA,NA,NA,NA,NA,NA,"1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Vandalism"
"592","592",2016-05-11,"M","White",46,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"593","593",2016-05-11,"M","White",52,"charge1","26.04.020(A)CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","594",2016-05-11,"M","White",54,"charge1","485PC","PC","485","485",NA,NA,NA,NA,NA,"1","crimes and punishments","13","crimes against property","5","larceny",NA,NA,"APPROPRIATE LOST PROPERTY","APPROPRIATE LOST PROPERTY",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-180 DA JAIL",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"Theft"
"595","595",2016-05-12,"M","White",44,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","crimes and punishments","7","crimes against public justice","7","other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"596","596",2016-05-12,"M","White",46,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"597","597",2016-05-12,"M","Black",58,"charge1","O/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","598",2016-05-13,"M","Other Asian",24,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"599","599",2016-05-13,"F","Black",26,"charge1","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"600","600",2016-05-13,"F","Other",26,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"601","601",2016-05-14,"F","White",66,"charge1","23152(E)VC","VC","23152 (E)","23152","(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI: ALCOHOL/.04% PASSENGR IS PASS FOR HIRE",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"602","602",2016-05-15,"M","White",21,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"603","603",2016-05-15,"M","White",21,"charge1","236PC","PC","236","236",NA,NA,NA,NA,NA,"1","crimes and punishments","8","crimes against the person","8","false imprisonment and human trafficking",NA,NA,"FALSE IMPRISONMENT","FALSE IMPRISONMENT","FALSE IMPRISONMENT W/VIOLENCE/ETC","FALSE IMPRISONMENT W/VIOLENCE/ETC","FALSE IMPRISONMENT","FALSE IMPRISONMENT",NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,"Felony","Felony","Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,"Kidnapping/false imprisonment"
"604","604",2016-05-15,"M","White",28,"charge1","273.5(A)PC","PC","273.5 (A)","273.5","(A)",NA,NA,NA,NA,"1","crimes and punishments","9","crimes against the person involving sexual assault, and crimes against public decency and good morals","2","abandonment of children",NA,NA,"INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Assault and battery"
"605","605",2016-05-15,"M","White",57,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"606","606",2016-05-15,"M","Black",59,"charge1","148.9(A)PC","PC","148.9 (A)","148.9","(A)",NA,NA,NA,NA,"1","crimes and punishments","7","crimes against public justice","7","other offenses against public justice",NA,NA,"FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Impeding public justice"
"607","607",2016-05-16,"M","Hispanic",46,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"608","608",2016-05-16,"F","White",65,"charge1","23152(E)VC","VC","23152 (E)","23152","(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI: ALCOHOL/.04% PASSENGR IS PASS FOR HIRE",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"609","609",2016-05-17,"M","White",21,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"610","610",2016-05-17,"M","White",40,"charge1","422PC","PC","422","422",NA,NA,NA,NA,NA,"1","crimes and punishments","11.5","criminal threats",NA,NA,NA,NA,"THREATEN CRIME WITH INTENT TO TERRORIZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assault and battery"
"611","611",2016-05-18,"M","White",31,"charge1","21310PC","PC","21310","21310",NA,NA,NA,NA,NA,"6","control of deadly weapons",NA,NA,NA,NA,NA,NA,"CARRY CONCEALED DIRK OR DAGGER","CARRY CONCEALED DIRK OR DAGGER","CARRY CONCEALED DIRK OR DAGGER","CARRY CONCEALED DIRK OR DAGGER",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Alcohol-related incidents"
"612","612",2016-05-18,"M","White",33,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","crimes and punishments","15","miscellaneous crimes","1","of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"613","613",2016-05-18,"M","Other",48,"charge1","273.6(A)PC","PC","273.6 (A)","273.6","(A)",NA,NA,NA,NA,"1","crimes and punishments","9","crimes against the person involving sexual assault, and crimes against public decency and good morals","2","abandonment of children",NA,NA,"VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE","VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Impeding public justice"
"614","614",2016-05-19,"F","Hispanic",40,"charge1","422PC","PC","422","422",NA,NA,NA,NA,NA,"1","crimes and punishments","11.5","criminal threats",NA,NA,NA,NA,"THREATEN CRIME WITH INTENT TO TERRORIZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assault and battery"
"615","615",2016-05-20,"F","Hispanic",20,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"616","616",2016-05-20,"M","Other",25,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"617","617",2016-05-20,"M","Other",25,"charge1","20002(A)(1)VC","VC","20002 (A) (1)","20002","(A)","(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIT & RUN PROPERTY DAMAGE:LOCATE/ETC OWNER REQUIREMENTS",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Vehicular violations"
"618","618",2016-05-20,"M","Other",32,"charge1","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"619","619",2016-05-20,"F","White",38,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","crimes and punishments","15","miscellaneous crimes","1","of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"620","620",2016-05-22,"F","White",20,"charge1","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","crimes and punishments","7","crimes against public justice","8","conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Miscellaneous"
"621","621",2016-05-22,"M","White",27,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"622","622",2016-05-22,"F","White",39,"charge1","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","crimes and punishments","7","crimes against public justice","8","conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Miscellaneous"
"623","623",2016-05-22,"M","White",54,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"624","624",2016-05-25,"N","Hispanic",30,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"625","625",2016-05-25,"M","White",52,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","crimes and punishments","15","miscellaneous crimes","1","of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"626","626",2016-05-26,"F","White",54,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","crimes and punishments","15","miscellaneous crimes","1","of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"627","627",2016-05-27,"M","White",22,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","crimes and punishments","13","crimes against property","5","larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"628","628",2016-05-27,"M","Other",23,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"629","629",2016-05-27,"M","Other",26,"charge1","25658(A)BP","BP","25658 (A)","25658","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SELL/ETC LIQUOR TO MINOR",NA,NA,NA,NA,NA,NA,NA,"FINE",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"630","630",2016-05-27,"M","White",30,"charge1","11370.1(A)HS","HS","11370.1 (A)","11370.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM",NA,NA,NA,NA,NA,NA,NA,"2,3,4 YRS",NA,NA,NA,NA,NA,NA,NA,"Felony",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"631","631",2016-05-27,"M","White",30,"charge1","11550(A)HS","HS","11550 (A)","11550","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,NA,NA,"90-365 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"632","632",2016-05-27,"F","White",38,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","crimes and punishments","15","miscellaneous crimes","1","of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"633","633",2016-05-27,"M","White",52,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"634","634",2016-05-28,"M","Other Asian",20,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"635","635",2016-05-28,"F","Hispanic",21,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"636","636",2016-05-28,"F","White",27,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","crimes and punishments","15","miscellaneous crimes","1","of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"637","637",2016-05-28,"M","Hispanic",27,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"638","638",2016-05-28,"M","White",29,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"639","639",2016-05-28,"M","White",32,"charge1","166(A)(4)PC","PC","166 (A) (4)","166","(A)","(4)",NA,NA,NA,"1","crimes and punishments","7","crimes against public justice","7","other offenses against public justice",NA,NA,"CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Impeding public justice"
"640","640",2016-05-28,"M","White",33,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"641","641",2016-05-29,"M","White",23,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"642","642",2016-05-30,"M","Hispanic",25,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"643","643",2016-05-30,"M","White",28,"charge1","211PC","PC","211","211",NA,NA,NA,NA,NA,"1","crimes and punishments","8","crimes against the person","4","robbery",NA,NA,"ROBBERY 1ST DEG HOME INV","ROBBERY","ROBBERY:FIRST DEGREE","ROBBERY:SECOND DEGREE",NA,NA,NA,NA,"3,6,9 YRS","3,4,6 YRS","3,4,6 YRS","2,3,5 YRS",NA,NA,NA,NA,"Felony","Felony","Felony","Felony",NA,NA,NA,NA,"Robbery"
