"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","category"
"474","261",2015-10-25,"M","Hispanic",30,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"475","262",2015-10-26,"M","Hispanic",35,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"476","262",2015-10-26,"M","Hispanic",35,"charge2","602(M)PC","PC","602 (M)","602","(M)",NA,NA,NA,NA,"1","Crimes and punishments","14","Malicious mischief",NA,NA,NA,NA,"TRESPASS:OCCUPY PROPERTY WITHOUT CONSENT",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Trespassing"
"477","263",2015-10-28,"M","Black",21,"charge1","10851(A)VC","VC","10851 (A)","10851","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","TAKE VEHICLE WITHOUT OWNER'S CONSENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"Theft"
"478","264",2015-10-28,"F","White",27,"charge1","245(A)(1)PC","PC","245 (A) (1)","245","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"ASSAULT W/DEADLY WEAPON:NOT F/ARM","ASSAULT W DEADLY WEAPON:NOT F/ARM","ASSAULT W DEADLY WEAPON:NOT F/ARM",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Assault and battery"
"479","264",2015-10-28,"F","White",27,"charge2","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"480","265",2015-10-30,"M","Hispanic",24,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"481","266",2015-10-30,"M","Other",31,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"482","266",2015-10-30,"M","Other",31,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"483","267",2015-10-30,"M","Hispanic",40,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"484","267",2015-10-30,"M","Hispanic",40,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"485","268",2015-10-31,"M","White",25,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"486","269",2015-10-31,"F","Hispanic",34,"charge1","4573(A)PC","PC","4573 (A)","4573","(A)",NA,NA,NA,NA,"3","Imprisonment and the death penalty",NA,NA,NA,NA,NA,NA,"BRING CONTROLLED SUBSTANCE/ETC INTO PRISON/JAIL/ETC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probation and prison violations"
"487","269",2015-10-31,"F","Hispanic",34,"charge2","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"488","270",2015-10-31,"M","White",56,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"489","270",2015-10-31,"M","White",56,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"490","271",2015-11-02,"M","White",44,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"491","271",2015-11-02,"M","White",44,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"492","271",2015-11-02,"M","White",44,"charge3","12500(A)VC","VC","12500 (A)","12500","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRIVE W/O LICENSE",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicular violations"
"493","272",2015-11-02,"M","Black",63,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"494","273",2015-11-04,"F","Asian Indian",21,"charge1","503PC","PC","503","503",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","6","Embezzlement",NA,NA,"EMBEZZLEMENT [OVER $400]","EMBEZZLEMENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-180 DA JAIL",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"Theft"
"495","273",2015-11-04,"F","Asian Indian",21,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Miscellaneous"
"496","274",2015-11-04,"M","White",25,"charge1","529(A)(3)PC","PC","529 (A) (3)","529","(A)","(3)",NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","8","False personation and cheats",NA,NA,"PERSONATE TO MAKE OTHER LIABLE","PERSONATE TO MAKE OTHER LIABLE","PERSONATE TO MAKE OTHER LIABLE","PERSONATE TO MAKE OTHER LIABLE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Miscellaneous"
"497","274",2015-11-04,"M","White",25,"charge2","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"498","274",2015-11-04,"M","White",25,"charge3","4140BP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"499","275",2015-11-04,"M","Other Asian",29,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"500","275",2015-11-04,"M","Other Asian",29,"charge2","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"501","275",2015-11-04,"M","Other Asian",29,"charge3","21810PC","PC","21810","21810",NA,NA,NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES","MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES","MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES","MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Weapons"
"502","276",2015-11-04,"M","White",31,"charge1","487(A)PC","PC","487 (A)","487","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Theft"
"503","276",2015-11-04,"M","White",31,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Miscellaneous"
"504","276",2015-11-04,"M","White",31,"charge3","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"505","277",2015-11-04,"M","White",31,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"506","278",2015-11-05,"F","White",24,"charge1","2800.2VC","VC","2800.2","2800.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EVADE PEACE OFFICER WITH WANTON DISREGARD FOR SAFETY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicular violations"
"507","278",2015-11-05,"F","White",24,"charge2","245(A)(1)PC","PC","245 (A) (1)","245","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"ASSAULT W/DEADLY WEAPON:NOT F/ARM","ASSAULT W DEADLY WEAPON:NOT F/ARM","ASSAULT W DEADLY WEAPON:NOT F/ARM",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Assault and battery"
"508","278",2015-11-05,"F","White",24,"charge3","417(A)(1)PC","PC","417 (A) (1)","417","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","11","Crimes against the public peace",NA,NA,NA,NA,"EXHIBIT DEADLY WEAPON OTHER THAN FIREARM",NA,NA,NA,NA,NA,NA,NA,"30-365 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Assault and battery"
"509","279",2015-11-06,"M","Other Asian",23,"charge1","242PC","PC","242","242",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY WITH SERIOUS BODILY INJURY","BATTERY","BATTERY AGAINST PEACE OFFICER","BATTERY EMERGENCY PERSON/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY ON PERSON","BATTERY WITH SERIOUS BODILY INJURY","2,3,4 YRS OR J","","16 MO,2,3 YRS OR J","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","Felony",NA,"Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor","Assault and battery"
"510","280",2015-11-06,"M","Hispanic",30,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"511","280",2015-11-06,"M","Hispanic",30,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"512","281",2015-11-06,"M","Hispanic",31,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"513","281",2015-11-06,"M","Hispanic",31,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"514","282",2015-11-06,"M","White",32,"charge1","243(B)PC","PC","243 (B)","243","(B)",NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC","BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"515","282",2015-11-06,"M","White",32,"charge2","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"516","283",2015-11-06,"M","Hispanic",35,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"517","283",2015-11-06,"M","Hispanic",35,"charge2","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"518","284",2015-11-07,"M","Other Asian",19,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"519","284",2015-11-07,"M","Other Asian",19,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"520","285",2015-11-07,"M","White",24,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"521","285",2015-11-07,"M","White",24,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"522","286",2015-11-07,"M","White",38,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"Drug offenses"
"523","286",2015-11-07,"M","White",38,"charge2","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drug offenses"
"524","287",2015-11-07,"M","White",58,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"525","287",2015-11-07,"M","White",58,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Alcohol-related incidents"
"526","288",2015-11-10,"M","White",55,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"Drug offenses"
"527","289",2015-11-14,"M","White",34,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"Assault and battery"
"528","289",2015-11-14,"M","White",34,"charge2","602(L)(1)PC","PC","602 (L) (1)","602","(L)","(1)",NA,NA,NA,"1","Crimes and punishments","14","Malicious mischief",NA,NA,NA,NA,"TRESPASS:POSTED LAND:REFUSE TO LEAVE",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"Trespassing"
